HGNC ID	Approved symbol	Ensembl gene ID	Ensembl ID(supplied by Ensembl)	NCBI Gene ID(supplied by NCBI)
HGNC:30417	SH2B1	ENSG00000178188	ENSG00000178188	25970
HGNC:17381	SH2B2	ENSG00000160999	ENSG00000160999	10603
HGNC:29605	SH2B3	ENSG00000111252	ENSG00000111252	10019
HGNC:10820	SH2D1A	ENSG00000183918	ENSG00000183918	4068
HGNC:30416	SH2D1B	ENSG00000198574	ENSG00000198574	117157
HGNC:10821	SH2D2A	ENSG00000027869	ENSG00000027869	9047
HGNC:16885	SH2D3A	ENSG00000125731	ENSG00000125731	10045
HGNC:16884	SH2D3C	ENSG00000095370	ENSG00000095370	10044
HGNC:26102	SH2D4A	ENSG00000104611	ENSG00000104611	63898
HGNC:31440	SH2D4B	ENSG00000178217	ENSG00000178217	387694
HGNC:28819	SH2D5	ENSG00000189410	ENSG00000189410	400745
HGNC:30439	SH2D6	ENSG00000152292	ENSG00000152292	284948
HGNC:34549	SH2D7	ENSG00000183476	ENSG00000183476	646892
HGNC:10822	SH3BGR	ENSG00000185437	ENSG00000185437	6450
HGNC:10823	SH3BGRL	ENSG00000131171	ENSG00000131171	6451
HGNC:15567	SH3BGRL2	ENSG00000198478	ENSG00000198478	83699
HGNC:15568	SH3BGRL3	ENSG00000142669	ENSG00000142669	83442
HGNC:10824	SH3BP1	ENSG00000100092	ENSG00000100092	23616
HGNC:10825	SH3BP2	ENSG00000087266	ENSG00000087266	6452
HGNC:10826	SH3BP4	ENSG00000130147	ENSG00000130147	23677
HGNC:10827	SH3BP5	ENSG00000131370	ENSG00000131370	9467
HGNC:44501	SH3BP5-AS1	ENSG00000224660	ENSG00000224660	100505696
HGNC:29360	SH3BP5L	ENSG00000175137	ENSG00000175137	80851
HGNC:10828	SH3D1A			
HGNC:10829	SH3D1B			
HGNC:14926	SH3D5			
HGNC:30418	SH3D19	ENSG00000109686	ENSG00000109686	152503
HGNC:27311	SH3D20			
HGNC:26236	SH3D21	ENSG00000214193	ENSG00000214193	79729
HGNC:10830	SH3GL1	ENSG00000141985	ENSG00000141985	6455
HGNC:10835	SH3GL1P1	ENSG00000266777	ENSG00000266777	6458
HGNC:10836	SH3GL1P2	ENSG00000264943	ENSG00000264943	6459
HGNC:10837	SH3GL1P3	ENSG00000267352	ENSG00000267352	727736
HGNC:10831	SH3GL2	ENSG00000107295	ENSG00000107295	6456
HGNC:10832	SH3GL3	ENSG00000140600	ENSG00000140600	6457
HGNC:10833	SH3GLB1	ENSG00000097033	ENSG00000097033	51100
HGNC:10834	SH3GLB2	ENSG00000148341	ENSG00000148341	56904
HGNC:13867	SH3KBP1	ENSG00000147010	ENSG00000147010	30011
HGNC:23664	SH3PXD2A	ENSG00000107957	ENSG00000107957	9644
HGNC:45242	SH3PXD2A-AS1	ENSG00000280693	ENSG00000280693	100505839
HGNC:29242	SH3PXD2B	ENSG00000174705	ENSG00000174705	285590
HGNC:17650	SH3RF1	ENSG00000154447	ENSG00000154447	57630
HGNC:26299	SH3RF2	ENSG00000156463	ENSG00000156463	153769
HGNC:24699	SH3RF3	ENSG00000172985	ENSG00000172985	344558
HGNC:44168	SH3RF3-AS1	ENSG00000259863	ENSG00000259863	100287216
HGNC:26009	SH3TC1	ENSG00000125089	ENSG00000125089	54436
HGNC:29427	SH3TC2	ENSG00000169247	ENSG00000169247	79628
HGNC:52905	SH3TC2-DT	ENSG00000250072	ENSG00000250072	255187
HGNC:29546	SH3YL1	ENSG00000035115	ENSG00000035115	26751
HGNC:15474	SHANK1	ENSG00000161681	ENSG00000161681	50944
HGNC:14295	SHANK2	ENSG00000162105	ENSG00000162105	22941
HGNC:40014	SHANK2-AS1	ENSG00000226627	ENSG00000226627	100874198
HGNC:40015	SHANK2-AS2	ENSG00000236262	ENSG00000236262	100874199
HGNC:25098	SHANK2-AS3	ENSG00000171671	ENSG00000171671	220070
HGNC:14294	SHANK3	ENSG00000251322	ENSG00000251322	85358
HGNC:25321	SHARPIN	ENSG00000179526	ENSG00000179526	81858
HGNC:10838	SHB	ENSG00000107338	ENSG00000107338	6461
HGNC:10839	SHBG	ENSG00000129214	ENSG00000129214	6462
HGNC:10840	SHC1	ENSG00000160691	ENSG00000160691	6464
HGNC:10841	SHC1P1	ENSG00000230889	ENSG00000230889	6465
HGNC:10842	SHC1P2	ENSG00000267691	ENSG00000267691	6466
HGNC:29869	SHC2	ENSG00000129946	ENSG00000129946	25759
HGNC:18181	SHC3	ENSG00000148082	ENSG00000148082	53358
HGNC:16743	SHC4	ENSG00000185634	ENSG00000185634	399694
HGNC:29547	SHCBP1	ENSG00000171241	ENSG00000171241	79801
HGNC:16788	SHCBP1L	ENSG00000157060	ENSG00000157060	81626
HGNC:30633	SHD	ENSG00000105251	ENSG00000105251	56961
HGNC:27004	SHE	ENSG00000169291	ENSG00000169291	126669
HGNC:25116	SHF	ENSG00000138606	ENSG00000138606	90525
HGNC:10843	SHFD1			
HGNC:10844	SHFD2			
HGNC:25649	SHFL	ENSG00000130813	ENSG00000130813	55337
HGNC:10846	SHFM2			
HGNC:35421	SHFM5			
HGNC:10848	SHH	ENSG00000164690	ENSG00000164690	6469
HGNC:20366	SHISA2	ENSG00000180730	ENSG00000180730	387914
HGNC:25159	SHISA3	ENSG00000178343	ENSG00000178343	152573
HGNC:27139	SHISA4	ENSG00000198892	ENSG00000198892	149345
HGNC:30376	SHISA5	ENSG00000164054	ENSG00000164054	51246
HGNC:54937	SHISA5P1	ENSG00000226641		643043
HGNC:54993	SHISA5P2	ENSG00000203397		101928425
HGNC:34491	SHISA6	ENSG00000188803	ENSG00000188803	388336
HGNC:35409	SHISA7	ENSG00000187902	ENSG00000187902	729956
HGNC:18351	SHISA8	ENSG00000234965	ENSG00000234965	440829
HGNC:37231	SHISA9	ENSG00000237515	ENSG00000237515	729993
HGNC:29335	SHISAL1	ENSG00000138944	ENSG00000138944	85352
HGNC:28757	SHISAL2A	ENSG00000182183	ENSG00000182183	348378
HGNC:34236	SHISAL2B	ENSG00000145642	ENSG00000145642	100132916
HGNC:19214	SHKBP1	ENSG00000160410	ENSG00000160410	92799
HGNC:26318	SHLD1	ENSG00000171984	ENSG00000171984	149840
HGNC:28773	SHLD2	ENSG00000122376	ENSG00000122376	54537
HGNC:31425	SHLD2P1	ENSG00000165874	ENSG00000165874	414241
HGNC:31427	SHLD2P2	ENSG00000259096	ENSG00000259096	100128781
HGNC:34038	SHLD2P3	ENSG00000189014	ENSG00000189014	439965
HGNC:53826	SHLD3	ENSG00000253251	ENSG00000253251	112441434
HGNC:10849	SHMT			
HGNC:10850	SHMT1	ENSG00000176974	ENSG00000176974	6470
HGNC:10851	SHMT1P1	ENSG00000224751	ENSG00000224751	6471
HGNC:10852	SHMT2	ENSG00000182199	ENSG00000182199	6472
HGNC:26535	SHOC1	ENSG00000165181	ENSG00000165181	158401
HGNC:15454	SHOC2	ENSG00000108061	ENSG00000108061	8036
HGNC:10853	SHOX	ENSG00000185960	ENSG00000185960	6473
HGNC:10854	SHOX2	ENSG00000168779	ENSG00000168779	6474
HGNC:1492	SHPK	ENSG00000197417	ENSG00000197417	23729
HGNC:19336	SHPRH	ENSG00000146414	ENSG00000146414	257218
HGNC:25543	SHQ1	ENSG00000144736	ENSG00000144736	55164
HGNC:45013	SHQ1P1	ENSG00000231588	ENSG00000231588	644451
HGNC:24084	SHROOM1	ENSG00000164403	ENSG00000164403	134549
HGNC:630	SHROOM2	ENSG00000146950	ENSG00000146950	357
HGNC:631	SHROOM2P1	ENSG00000226863	ENSG00000226863	10031
HGNC:30422	SHROOM3	ENSG00000138771	ENSG00000138771	57619
HGNC:41265	SHROOM3-AS1	ENSG00000233860	ENSG00000233860	105377289
HGNC:29215	SHROOM4	ENSG00000158352	ENSG00000158352	57477
HGNC:10855	SHS			
HGNC:29319	SHTN1	ENSG00000187164	ENSG00000187164	57698
HGNC:10856	SI	ENSG00000090402	ENSG00000090402	6476
HGNC:18187	SIAE	ENSG00000110013	ENSG00000110013	54414
HGNC:10857	SIAH1	ENSG00000196470	ENSG00000196470	6477
HGNC:30966	SIAH1P1	ENSG00000230227	ENSG00000230227	340571
HGNC:10858	SIAH2	ENSG00000181788	ENSG00000181788	6478
HGNC:40526	SIAH2-AS1	ENSG00000244265	ENSG00000244265	100874005
HGNC:30553	SIAH3	ENSG00000215475	ENSG00000215475	283514
HGNC:10859	SIASD			
HGNC:10865	SIAT5			
HGNC:13443	SIAT7B			
HGNC:10868	SIAT8			
HGNC:10873	SIATL1			
HGNC:25967	SIDT1	ENSG00000072858	ENSG00000072858	54847
HGNC:41126	SIDT1-AS1	ENSG00000239453	ENSG00000239453	100874030
HGNC:24272	SIDT2	ENSG00000149577	ENSG00000149577	51092
HGNC:30575	SIGIRR	ENSG00000185187	ENSG00000185187	59307
HGNC:11127	SIGLEC1	ENSG00000088827	ENSG00000088827	6614
HGNC:10874	SIGLEC5	ENSG00000105501	ENSG00000105501	8778
HGNC:10875	SIGLEC6	ENSG00000105492	ENSG00000105492	946
HGNC:10876	SIGLEC7	ENSG00000168995	ENSG00000168995	27036
HGNC:10877	SIGLEC8	ENSG00000105366	ENSG00000105366	27181
HGNC:10878	SIGLEC9	ENSG00000129450	ENSG00000129450	27180
HGNC:15620	SIGLEC10	ENSG00000142512	ENSG00000142512	89790
HGNC:40719	SIGLEC10-AS1	ENSG00000255441	ENSG00000255441	100129083
HGNC:15622	SIGLEC11	ENSG00000161640	ENSG00000161640	114132
HGNC:15482	SIGLEC12	ENSG00000254521	ENSG00000254521	89858
HGNC:32926	SIGLEC14	ENSG00000254415	ENSG00000254415	100049587
HGNC:27596	SIGLEC15	ENSG00000197046	ENSG00000197046	284266
HGNC:24851	SIGLEC16	ENSG00000161643	ENSG00000161643	400709
HGNC:15604	SIGLEC17P	ENSG00000171101	ENSG00000171101	284367
HGNC:15491	SIGLEC18P	ENSG00000268581	ENSG00000268581	114184
HGNC:15603	SIGLEC19P			
HGNC:15609	SIGLEC20P	ENSG00000268336	ENSG00000268336	114192
HGNC:15610	SIGLEC21P	ENSG00000269253	ENSG00000269253	114194
HGNC:15611	SIGLEC22P	ENSG00000268849	ENSG00000268849	114195
HGNC:15612	SIGLEC23P			
HGNC:15613	SIGLEC24P	ENSG00000269021		114196
HGNC:15614	SIGLEC25P			114198
HGNC:15615	SIGLEC26P			114185
HGNC:15617	SIGLEC27P	ENSG00000269580	ENSG00000269580	114186
HGNC:15618	SIGLEC28P			114187
HGNC:15619	SIGLEC29P	ENSG00000268267	ENSG00000268267	114188
HGNC:15623	SIGLEC30P	ENSG00000224896	ENSG00000224896	114190
HGNC:16072	SIGLEC31P	ENSG00000268847	ENSG00000268847	114189
HGNC:26856	SIGLECL1	ENSG00000179213	ENSG00000179213	284369
HGNC:8157	SIGMAR1	ENSG00000147955	ENSG00000147955	10280
HGNC:11142	SIK1	ENSG00000142178	ENSG00000142178	150094
HGNC:52389	SIK1B	ENSG00000275993	ENSG00000275993	102724428
HGNC:21680	SIK2	ENSG00000170145	ENSG00000170145	23235
HGNC:29165	SIK3	ENSG00000160584	ENSG00000160584	23387
HGNC:41495	SIK3-IT1	ENSG00000231865		100874315
HGNC:26119	SIKE1	ENSG00000052723	ENSG00000052723	80143
HGNC:24624	SIL1	ENSG00000120725	ENSG00000120725	64374
HGNC:26403	SILC1	ENSG00000232044	ENSG00000232044	150622
HGNC:10881	SIM			
HGNC:10882	SIM1	ENSG00000112246	ENSG00000112246	6492
HGNC:40530	SIM1-AS1	ENSG00000228082		102724406
HGNC:10883	SIM2	ENSG00000159263	ENSG00000159263	6493
HGNC:24779	SIMC1	ENSG00000170085	ENSG00000170085	375484
HGNC:19353	SIN3A	ENSG00000169375	ENSG00000169375	25942
HGNC:19354	SIN3B	ENSG00000127511	ENSG00000127511	23309
HGNC:30702	SINHCAF	ENSG00000139146	ENSG00000139146	58516
HGNC:19052	SINHCAFP1	ENSG00000263829	ENSG00000263829	100421588
HGNC:31737	SINHCAFP2	ENSG00000267742	ENSG00000267742	728115
HGNC:19896	SINHCAFP3	ENSG00000253488	ENSG00000253488	646721
HGNC:10885	SIPA1	ENSG00000213445	ENSG00000213445	6494
HGNC:20284	SIPA1L1	ENSG00000197555	ENSG00000197555	26037
HGNC:23800	SIPA1L2	ENSG00000116991	ENSG00000116991	57568
HGNC:23801	SIPA1L3	ENSG00000105738	ENSG00000105738	23094
HGNC:53902	SIRLNT	ENSG00000253802	ENSG00000253802	112543493
HGNC:9662	SIRPA	ENSG00000198053	ENSG00000198053	140885
HGNC:9663	SIRPAP1	ENSG00000225774	ENSG00000225774	23755
HGNC:15928	SIRPB1	ENSG00000101307	ENSG00000101307	10326
HGNC:16247	SIRPB2	ENSG00000196209	ENSG00000196209	284759
HGNC:49209	SIRPB3P	ENSG00000223750	ENSG00000223750	105369219
HGNC:16248	SIRPD	ENSG00000125900	ENSG00000125900	128646
HGNC:15757	SIRPG	ENSG00000089012	ENSG00000089012	55423
HGNC:51229	SIRPG-AS1	ENSG00000237914	ENSG00000237914	101929010
HGNC:14929	SIRT1	ENSG00000096717	ENSG00000096717	23411
HGNC:51912	SIRT1-AS			106633813
HGNC:10886	SIRT2	ENSG00000068903	ENSG00000068903	22933
HGNC:14931	SIRT3	ENSG00000142082	ENSG00000142082	23410
HGNC:14932	SIRT4	ENSG00000089163	ENSG00000089163	23409
HGNC:14933	SIRT5	ENSG00000124523	ENSG00000124523	23408
HGNC:14934	SIRT6	ENSG00000077463	ENSG00000077463	51548
HGNC:14935	SIRT7	ENSG00000187531	ENSG00000187531	51547
HGNC:17710	SIT1	ENSG00000137078	ENSG00000137078	27240
HGNC:17712	SIVA1	ENSG00000184990	ENSG00000184990	10572
HGNC:10887	SIX1	ENSG00000126778	ENSG00000126778	6495
HGNC:10888	SIX2	ENSG00000170577	ENSG00000170577	10736
HGNC:10889	SIX3	ENSG00000138083	ENSG00000138083	6496
HGNC:40532	SIX3-AS1	ENSG00000236502	ENSG00000236502	100506108
HGNC:10890	SIX4	ENSG00000100625	ENSG00000100625	51804
HGNC:10891	SIX5	ENSG00000177045	ENSG00000177045	147912
HGNC:10892	SIX6	ENSG00000184302	ENSG00000184302	4990
HGNC:10893	SJS1			
HGNC:28109	SKA1	ENSG00000154839	ENSG00000154839	220134
HGNC:28006	SKA2	ENSG00000182628	ENSG00000182628	348235
HGNC:23122	SKA2P1	ENSG00000232387	ENSG00000232387	729012
HGNC:20262	SKA3	ENSG00000165480	ENSG00000165480	221150
HGNC:15605	SKAP1	ENSG00000141293	ENSG00000141293	8631
HGNC:53166	SKAP1-AS1	ENSG00000263787	ENSG00000263787	110806289
HGNC:15687	SKAP2	ENSG00000005020	ENSG00000005020	8935
HGNC:10896	SKI	ENSG00000157933	ENSG00000157933	6497
HGNC:32697	SKIDA1	ENSG00000180592	ENSG00000180592	387640
HGNC:10897	SKIL	ENSG00000136603	ENSG00000136603	6498
HGNC:33993	SKINT1L	ENSG00000242267	ENSG00000242267	391037
HGNC:10898	SKIV2L	ENSG00000204351	ENSG00000204351	6499
HGNC:21326	SKOR1	ENSG00000188779	ENSG00000188779	390598
HGNC:32695	SKOR2	ENSG00000215474	ENSG00000215474	652991
HGNC:10899	SKP1	ENSG00000113558	ENSG00000113558	6500
HGNC:33696	SKP1P1	ENSG00000231234	ENSG00000231234	6922
HGNC:10900	SKP1P2	ENSG00000256211		728622
HGNC:50370	SKP1P3	ENSG00000229707	ENSG00000229707	100101119
HGNC:10901	SKP2	ENSG00000145604	ENSG00000145604	6502
HGNC:55027	SKP2P1	ENSG00000229693		100130500
HGNC:10902	SLA	ENSG00000155926	ENSG00000155926	6503
HGNC:17329	SLA2	ENSG00000101082	ENSG00000101082	84174
HGNC:26387	SLAIN1	ENSG00000139737	ENSG00000139737	122060
HGNC:29282	SLAIN2	ENSG00000109171	ENSG00000109171	57606
HGNC:10903	SLAMF1	ENSG00000117090	ENSG00000117090	6504
HGNC:21392	SLAMF6	ENSG00000162739	ENSG00000162739	114836
HGNC:32012	SLAMF6P1	ENSG00000227243	ENSG00000227243	100862852
HGNC:21394	SLAMF7	ENSG00000026751	ENSG00000026751	57823
HGNC:21391	SLAMF8	ENSG00000158714	ENSG00000158714	56833
HGNC:18430	SLAMF9	ENSG00000162723	ENSG00000162723	89886
HGNC:10904	SLBP	ENSG00000163950	ENSG00000163950	7884
HGNC:54813	SLBP-DT	ENSG00000270195		
HGNC:10939	SLC1A1	ENSG00000106688	ENSG00000106688	6505
HGNC:10940	SLC1A2	ENSG00000110436	ENSG00000110436	6506
HGNC:40534	SLC1A2-AS1	ENSG00000255004		107984324
HGNC:10941	SLC1A3	ENSG00000079215	ENSG00000079215	6507
HGNC:10942	SLC1A4	ENSG00000115902	ENSG00000115902	6509
HGNC:10943	SLC1A5	ENSG00000105281	ENSG00000105281	6510
HGNC:10944	SLC1A6	ENSG00000105143	ENSG00000105143	6511
HGNC:10945	SLC1A7	ENSG00000162383	ENSG00000162383	6512
HGNC:11005	SLC2A1	ENSG00000117394	ENSG00000117394	6513
HGNC:44187	SLC2A1-AS1	ENSG00000227533	ENSG00000227533	440584
HGNC:11006	SLC2A2	ENSG00000163581	ENSG00000163581	6514
HGNC:11007	SLC2A3	ENSG00000059804	ENSG00000059804	6515
HGNC:11008	SLC2A3P1	ENSG00000253861	ENSG00000253861	100128062
HGNC:31074	SLC2A3P2	ENSG00000185031	ENSG00000185031	391045
HGNC:31075	SLC2A3P3			
HGNC:31076	SLC2A3P4	ENSG00000254088	ENSG00000254088	399495
HGNC:11009	SLC2A4	ENSG00000181856	ENSG00000181856	6517
HGNC:15930	SLC2A4RG	ENSG00000125520	ENSG00000125520	56731
HGNC:11010	SLC2A5	ENSG00000142583	ENSG00000142583	6518
HGNC:11011	SLC2A6	ENSG00000160326	ENSG00000160326	11182
HGNC:13445	SLC2A7	ENSG00000197241	ENSG00000197241	155184
HGNC:13812	SLC2A8	ENSG00000136856	ENSG00000136856	29988
HGNC:13446	SLC2A9	ENSG00000109667	ENSG00000109667	56606
HGNC:40636	SLC2A9-AS1	ENSG00000250413		105374476
HGNC:13444	SLC2A10	ENSG00000197496	ENSG00000197496	81031
HGNC:14239	SLC2A11	ENSG00000133460	ENSG00000133460	66035
HGNC:18067	SLC2A12	ENSG00000146411	ENSG00000146411	154091
HGNC:15956	SLC2A13	ENSG00000151229	ENSG00000151229	114134
HGNC:48929	SLC2A13P1	ENSG00000254954	ENSG00000254954	106480239
HGNC:18301	SLC2A14	ENSG00000173262	ENSG00000173262	144195
HGNC:31077	SLC2AXP1	ENSG00000275768	ENSG00000275768	399496
HGNC:11025	SLC3A1	ENSG00000138079	ENSG00000138079	6519
HGNC:11026	SLC3A2	ENSG00000168003	ENSG00000168003	6520
HGNC:11027	SLC4A1	ENSG00000004939	ENSG00000004939	6521
HGNC:13813	SLC4A1AP	ENSG00000163798	ENSG00000163798	22950
HGNC:49811	SLC4A1APP1	ENSG00000232060	ENSG00000232060	100288436
HGNC:49812	SLC4A1APP2	ENSG00000236401	ENSG00000236401	100422527
HGNC:11028	SLC4A2	ENSG00000164889	ENSG00000164889	6522
HGNC:11029	SLC4A3	ENSG00000114923	ENSG00000114923	6508
HGNC:11030	SLC4A4	ENSG00000080493	ENSG00000080493	8671
HGNC:11031	SLC4A5			
HGNC:18168	SLC4A5	ENSG00000188687	ENSG00000188687	57835
HGNC:11032	SLC4A6			
HGNC:11033	SLC4A7	ENSG00000033867	ENSG00000033867	9497
HGNC:21433	SLC4A7OS			
HGNC:11034	SLC4A8	ENSG00000050438	ENSG00000050438	9498
HGNC:11035	SLC4A9	ENSG00000113073	ENSG00000113073	83697
HGNC:13811	SLC4A10	ENSG00000144290	ENSG00000144290	57282
HGNC:16438	SLC4A11	ENSG00000088836	ENSG00000088836	83959
HGNC:11036	SLC5A1	ENSG00000100170	ENSG00000100170	6523
HGNC:11037	SLC5A2	ENSG00000140675	ENSG00000140675	6524
HGNC:11038	SLC5A3	ENSG00000198743	ENSG00000198743	6526
HGNC:11039	SLC5A4	ENSG00000100191	ENSG00000100191	6527
HGNC:53163	SLC5A4-AS1	ENSG00000242082	ENSG00000242082	110806273
HGNC:45041	SLC5A4P1	ENSG00000255116	ENSG00000255116	100422550
HGNC:11040	SLC5A5	ENSG00000105641	ENSG00000105641	6528
HGNC:11041	SLC5A6	ENSG00000138074	ENSG00000138074	8884
HGNC:14025	SLC5A7	ENSG00000115665	ENSG00000115665	60482
HGNC:19119	SLC5A8	ENSG00000256870	ENSG00000256870	160728
HGNC:22146	SLC5A9	ENSG00000117834	ENSG00000117834	200010
HGNC:23155	SLC5A10	ENSG00000154025	ENSG00000154025	125206
HGNC:23091	SLC5A11	ENSG00000158865	ENSG00000158865	115584
HGNC:28750	SLC5A12	ENSG00000148942	ENSG00000148942	159963
HGNC:11042	SLC6A1	ENSG00000157103	ENSG00000157103	6529
HGNC:40546	SLC6A1-AS1	ENSG00000232287	ENSG00000232287	100874090
HGNC:11048	SLC6A2	ENSG00000103546	ENSG00000103546	6530
HGNC:11049	SLC6A3	ENSG00000142319	ENSG00000142319	6531
HGNC:11050	SLC6A4	ENSG00000108576	ENSG00000108576	6532
HGNC:11051	SLC6A5	ENSG00000165970	ENSG00000165970	9152
HGNC:11052	SLC6A6	ENSG00000131389	ENSG00000131389	6533
HGNC:11053	SLC6A6P1	ENSG00000226818	ENSG00000226818	54019
HGNC:11054	SLC6A7	ENSG00000011083	ENSG00000011083	6534
HGNC:11055	SLC6A8	ENSG00000130821	ENSG00000130821	6535
HGNC:11056	SLC6A9	ENSG00000196517	ENSG00000196517	6536
HGNC:11043	SLC6A10P	ENSG00000214617	ENSG00000214617	386757
HGNC:11044	SLC6A11	ENSG00000132164	ENSG00000132164	6538
HGNC:11045	SLC6A12	ENSG00000111181	ENSG00000111181	6539
HGNC:40548	SLC6A12-AS1	ENSG00000256577		101929384
HGNC:11046	SLC6A13	ENSG00000010379	ENSG00000010379	6540
HGNC:11047	SLC6A14	ENSG00000268104	ENSG00000268104	11254
HGNC:54529	SLC6A14P1	ENSG00000236077	ENSG00000236077	100422432
HGNC:54530	SLC6A14P2	ENSG00000237860	ENSG00000237860	100462652
HGNC:54531	SLC6A14P3	ENSG00000236655	ENSG00000236655	100422417
HGNC:13621	SLC6A15	ENSG00000072041	ENSG00000072041	55117
HGNC:13622	SLC6A16	ENSG00000063127	ENSG00000063127	28968
HGNC:31399	SLC6A17	ENSG00000197106	ENSG00000197106	388662
HGNC:41279	SLC6A17-AS1	ENSG00000227091		105378897
HGNC:26441	SLC6A18	ENSG00000164363	ENSG00000164363	348932
HGNC:27960	SLC6A19	ENSG00000174358	ENSG00000174358	340024
HGNC:30927	SLC6A20	ENSG00000163817	ENSG00000163817	54716
HGNC:31400	SLC6A21P	ENSG00000269009	ENSG00000269009	652969
HGNC:11057	SLC7A1	ENSG00000139514	ENSG00000139514	6541
HGNC:11060	SLC7A2	ENSG00000003989	ENSG00000003989	6542
HGNC:54925	SLC7A2-IT1	ENSG00000279903		
HGNC:11061	SLC7A3	ENSG00000165349	ENSG00000165349	84889
HGNC:11062	SLC7A4	ENSG00000099960	ENSG00000099960	6545
HGNC:11063	SLC7A5	ENSG00000103257	ENSG00000103257	8140
HGNC:29458	SLC7A5P1	ENSG00000260727	ENSG00000260727	81893
HGNC:24951	SLC7A5P2	ENSG00000258186	ENSG00000258186	387254
HGNC:11064	SLC7A6	ENSG00000103064	ENSG00000103064	9057
HGNC:25807	SLC7A6OS	ENSG00000103061	ENSG00000103061	84138
HGNC:11065	SLC7A7	ENSG00000155465	ENSG00000155465	9056
HGNC:11066	SLC7A8	ENSG00000092068	ENSG00000092068	23428
HGNC:11067	SLC7A9	ENSG00000021488	ENSG00000021488	11136
HGNC:11058	SLC7A10	ENSG00000130876	ENSG00000130876	56301
HGNC:11059	SLC7A11	ENSG00000151012	ENSG00000151012	23657
HGNC:44064	SLC7A11-AS1	ENSG00000250033	ENSG00000250033	641364
HGNC:23092	SLC7A13	ENSG00000164893	ENSG00000164893	157724
HGNC:29326	SLC7A14	ENSG00000013293	ENSG00000013293	57709
HGNC:54092	SLC7A14-AS1	ENSG00000285051	ENSG00000285051	101928583
HGNC:32724	SLC7A15P	ENSG00000232800	ENSG00000232800	100289450
HGNC:11068	SLC8A1	ENSG00000183023	ENSG00000183023	6546
HGNC:44102	SLC8A1-AS1	ENSG00000227028	ENSG00000227028	100128590
HGNC:11069	SLC8A2	ENSG00000118160	ENSG00000118160	6543
HGNC:11070	SLC8A3	ENSG00000100678	ENSG00000100678	6547
HGNC:26175	SLC8B1	ENSG00000089060	ENSG00000089060	80024
HGNC:11071	SLC9A1	ENSG00000090020	ENSG00000090020	6548
HGNC:11072	SLC9A2	ENSG00000115616	ENSG00000115616	6549
HGNC:11073	SLC9A3	ENSG00000066230	ENSG00000066230	6550
HGNC:40550	SLC9A3-AS1	ENSG00000225138	ENSG00000225138	100288152
HGNC:11074	SLC9A3P1	ENSG00000233011	ENSG00000233011	6551
HGNC:19325	SLC9A3P2	ENSG00000238125	ENSG00000238125	128997
HGNC:33492	SLC9A3P3	ENSG00000226631	ENSG00000226631	728990
HGNC:33493	SLC9A3P4			
HGNC:11075	SLC9A3R1	ENSG00000109062	ENSG00000109062	9368
HGNC:11076	SLC9A3R2	ENSG00000065054	ENSG00000065054	9351
HGNC:11077	SLC9A4	ENSG00000180251	ENSG00000180251	389015
HGNC:11078	SLC9A5	ENSG00000135740	ENSG00000135740	6553
HGNC:11079	SLC9A6	ENSG00000198689	ENSG00000198689	10479
HGNC:17123	SLC9A7	ENSG00000065923	ENSG00000065923	84679
HGNC:32679	SLC9A7P1	ENSG00000227825	ENSG00000227825	121456
HGNC:20728	SLC9A8	ENSG00000197818	ENSG00000197818	23315
HGNC:20653	SLC9A9	ENSG00000181804	ENSG00000181804	285195
HGNC:40928	SLC9A9-AS1	ENSG00000240012	ENSG00000240012	100885796
HGNC:40929	SLC9A9-AS2	ENSG00000244493	ENSG00000244493	106480356
HGNC:24244	SLC9B1	ENSG00000164037	ENSG00000164037	150159
HGNC:37492	SLC9B1P1	ENSG00000183704	ENSG00000183704	100128190
HGNC:37493	SLC9B1P2	ENSG00000214329	ENSG00000214329	389000
HGNC:43582	SLC9B1P3	ENSG00000233867	ENSG00000233867	100421008
HGNC:43583	SLC9B1P4	ENSG00000227367	ENSG00000227367	644768
HGNC:43584	SLC9B1P5			100533705
HGNC:25143	SLC9B2	ENSG00000164038	ENSG00000164038	133308
HGNC:31401	SLC9C1	ENSG00000172139	ENSG00000172139	285335
HGNC:28664	SLC9C2	ENSG00000162753	ENSG00000162753	284525
HGNC:10905	SLC10A1	ENSG00000100652	ENSG00000100652	6554
HGNC:10906	SLC10A2	ENSG00000125255	ENSG00000125255	6555
HGNC:22979	SLC10A3	ENSG00000126903	ENSG00000126903	8273
HGNC:22980	SLC10A4	ENSG00000145248	ENSG00000145248	201780
HGNC:22981	SLC10A5	ENSG00000253598	ENSG00000253598	347051
HGNC:48930	SLC10A5P1	ENSG00000205184	ENSG00000205184	100631269
HGNC:30603	SLC10A6	ENSG00000145283	ENSG00000145283	345274
HGNC:23088	SLC10A7	ENSG00000120519	ENSG00000120519	84068
HGNC:10907	SLC11A1	ENSG00000018280	ENSG00000018280	6556
HGNC:10908	SLC11A2	ENSG00000110911	ENSG00000110911	4891
HGNC:10910	SLC12A1	ENSG00000074803	ENSG00000074803	6557
HGNC:10911	SLC12A2	ENSG00000064651	ENSG00000064651	6558
HGNC:10912	SLC12A3	ENSG00000070915	ENSG00000070915	6559
HGNC:10913	SLC12A4	ENSG00000124067	ENSG00000124067	6560
HGNC:13818	SLC12A5	ENSG00000124140	ENSG00000124140	57468
